"","dwc.scientificName","decimalLongitude","decimalLatitude","idigbio.isoCountryCode","dwc.individualCount","coreid","dwc.taxonRank","dwc.coordinateUncertaintyInMeters","year","dwc.basisOfRecord","dwc.institutionCode","species"
"1788","leptodactylus gracilis",-51.46,-29.7,NA,1,"e4e62afb-2ce1-4e4b-8dba-c2f1c073e799","species",10115,1963,"preservedspecimen","cm","Leptodactylus_gracilis"
"1789","leptodactylus ocellatus (linnaeus, 1758)",-40.35,-20.31667,NA,1,"f05e28e0-5372-450a-8b03-28eb32079717","species",6115,NA,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1790","adenomera andreae",-48.4384,-1.45,NA,NA,"af0978ac-7ab7-443c-865c-e18d91360cee","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"1791","leptodactylus ocellatus",-40.6,-19.91667,NA,NA,"b1dda3e2-5b13-4ac8-b87b-0e5780caf452","species",11115,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"1792","leptodactylus podicipinus",-49.79,-21.29,NA,1,"4022c14d-56fd-4a68-94d9-aa7ca4509433","species",10000,1908,"preservedspecimen","cm","Leptodactylus_podicipinus"
"1793","physalaemus fuscomaculatus (steindachner, 1864)",-57.68333,-16.06667,NA,1,"24e338dc-e3af-48b6-bd39-6e9bd3ecdb47","species",14115,1956,"preservedspecimen","mcz","Physalaemus_fuscomaculatus"
"1794","leptodactylus ocellatus",-51.88,-29.21,NA,1,"281566f9-4669-4eef-b057-0338c621c42b","species",6865,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"1795","leptodactylus fuscus",-61.2038,1.55,NA,NA,"2bb50d38-384b-445d-a2e5-116d383b4d12","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"1796","adenomera marmorata",-44.5,-22.383333,NA,NA,"22c7be69-0b81-45e3-b973-26a12abdd71c","species",3036,1940,"preservedspecimen","ummz","Adenomera_marmorata"
"1797","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"23a9441c-a07d-499a-b0de-0dedcdcb7e0c","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1798","leptodactylus gracilis duméril and bibron, 1840",-37.41667,-11.41667,NA,1,"116421ae-65da-47d7-87fd-fcb59525637f","species",5865,1991,"preservedspecimen","mcz","Leptodactylus_gracilis"
"1799","adenomera hylaedactyla",-48.4384,-1.45,NA,NA,"16787c21-d0e5-478c-a0a5-b72605cf8fdf","species",NA,1969,"preservedspecimen","ku","Adenomera_hylaedactyla"
"1800","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"16edf007-d0c2-46f8-bb02-256c9c3222be","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1801","leptodactylus fuscus",-63.18339,-4.10944,NA,1,"397aecc0-6617-41f0-9ce5-2894c5956f40","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_fuscus"
"1802","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"3c0060c2-6059-47d9-8d63-7662b9ab8ed5","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1803","leptodactylus leptodactyloides (andersson, 1945)",-66.56667,-2.46667,NA,1,"0c5ead25-f409-4c1a-8336-9a7dea0a9f9c","species",87144,1973,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"1804","leptodactylus ocellatus",-45.425085,-23.825781,NA,1,"7d92dc3b-70b8-4252-8861-44d26ad8e077","species",1137,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1805","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"04c331b4-4002-4312-ae5d-df9608dbe626","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"1806","adenomera marmorata",-43.23333,-22.93333,NA,1,"15f680f6-41e5-43df-b66e-e81df923f1e0","species",4115,NA,"preservedspecimen","ucm","Adenomera_marmorata"
"1807","leptodactylus leptodactyloides",-72.670278,-7.631667,NA,NA,"4b4c6dcc-32fa-4161-8eda-f7e2456a5971","species",NA,1989,"preservedspecimen","unicamp","Leptodactylus_leptodactyloides"
"1808","adenomera hylaedactyla",-69.913333,-4.229444,NA,NA,"693fb387-1bdc-455d-8737-d721a1ca9dee","species",NA,2016,"preservedspecimen","unicamp","Adenomera_hylaedactyla"
"1809","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"a32d7641-8181-42ec-ba61-f11323ef0ba2","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1810","adenomera andreae",-48.4384,-1.45,NA,NA,"a4636ec8-30d4-4e1f-ad23-670bf4a700f2","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"1811","leptodactylus mystaceus",-48.4384,-1.45,NA,NA,"acc5c720-192e-4edd-853d-c5b889133a6c","species",NA,1969,"preservedspecimen","ku","Leptodactylus_mystaceus"
"1812","adenomera andreae",-52.05,0.98333,NA,1,"935d28f0-7d44-4380-a637-fae8244b4c07","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"1813","adenomera hylaedactyla",-59.59361,-4.38889,NA,NA,"95246bc8-7205-47f4-af81-5eece643a6fc","species",3865,1943,"preservedspecimen","cas","Adenomera_hylaedactyla"
"1814","leptodactylus ocellatus",-44,-18,NA,2,"95af09ee-0aee-4daf-a93b-da5f16b21f45","species",783692,NA,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1815","leptodactylus ocellatus",-39.03333,-14.81667,NA,NA,"b75e3fdb-d0a7-430e-991b-a7762cc2a38a","species",4615,1944,"preservedspecimen","cas","Leptodactylus_ocellatus"
"1816","leptodactylus ocellatus",-58.44693056,-3.144305556,NA,NA,"c1a491f3-8d67-4655-8baf-a413aed144b5","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"1817","leptodactylus ocellatus",-40.6,-19.91667,NA,NA,"31bb7939-1e30-4e4f-8a1c-5a2c41bef37e","species",11115,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"1818","leptodactylus latrans",-48.45637,-1.45,NA,NA,"36cdaa1c-2920-4631-b5e5-a85bff7eb946","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"1819","adenomera andreae (müller, 1923)",-55.63333,-4.06667,NA,1,"37f9bd7b-f1bb-4ec5-8ebc-23b942b4718a","species",4115,1973,"preservedspecimen","mcz","Adenomera_andreae"
"1820","leptodactylus ocellatus",-51.2,-30.03,NA,1,"d4fd9743-67a9-41c7-9ab1-0330b4c458a8","species",10115,1965,"preservedspecimen","cm","Leptodactylus_ocellatus"
"1821","leptodactylus ocellatus",-38.55,-3.75,NA,1,"d57a0ac8-f4dd-480d-b045-0056f92b9f34","species",3036,NA,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1822","leptodactylus ocellatus",-44.997909,-12.142527,NA,3,"db77e4e1-faf9-434a-a241-080d73fb6870","species",6102,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1823","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"e482a224-0392-4b1b-b5e1-f5d2d9ae1fe3","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1824","leptodactylus ocellatus",-51.2,-30.03,NA,1,"f36491e2-75c7-4ac2-9637-a65f2ee4259b","species",10115,1965,"preservedspecimen","cm","Leptodactylus_ocellatus"
"1825","leptodactylus latrans",-48.45637,-1.45,NA,NA,"f92b4cfc-f8d9-486c-981c-f4b690fd0b93","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"1826","paratelmatobius lutzii",-44.56667,-22.5,NA,NA,"ae4e6b29-1554-408f-b12a-e3da51fe0815","species",NA,1964,"preservedspecimen","ku","Paratelmatobius_lutzii"
"1827","adenomera andreae",-48.4384,-1.45,NA,NA,"4cb691ff-5fdf-4ff4-a7ba-44b652fb9af1","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"1828","leptodactylus ocellatus",-44.393105,-15.605265,NA,2,"5296562c-7d0a-4b50-af9e-e27344324b57","species",3036,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1829","physalaemus fuscomaculatus",-47.41667,-21.98333,NA,NA,"5736b95e-78fb-4d08-b7ff-3592cf8fd80e","species",30615,1940,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"1830","vanzolinius discodactylus (boulenger, 1884)",-60.29556,-5.02608,NA,1,"792249bb-4eb0-4910-881a-3cc30f8814db","species",3865,1966,"preservedspecimen","mcz","Vanzolinius_discodactylus"
"1831","leptodactylus latrans",-48.45637,-1.45,NA,NA,"6ca4cb02-d4ea-462a-a8f5-95d3f4603291","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"1832","leptodactylus podicipinus",-58.06667,-1.61667,NA,1,"71bcfe4d-10c3-41a2-a1ad-22b520681b41","species",186615,1973,"preservedspecimen","mcz","Leptodactylus_podicipinus"
"1833","leptodactylus macrosternum",-65.38333,-9.7,NA,NA,"203865e3-054c-40ef-8ef6-28b4a5343c32","species",NA,1962,"preservedspecimen","ku","Leptodactylus_macrosternum"
"1834","cyclorhamphus distinctus lutz, 1932",-42.88333,-22.35,NA,1,"0f358094-4ff7-4c50-9f6e-60502b5fa5d9","species",31615,1939,"preservedspecimen","mcz","Cyclorhamphus_distinctus"
"1835","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"161309e5-bdfe-40cf-949d-7e1137cc57cc","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"1836","leptodactylus podicipinus",-61.7,-6.03,NA,1,"fc3f2d61-40bf-4002-831a-206dea3d5850","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"1837","leptodactylus fuscus",-40.82,-19.53,NA,1,"97afc153-1a10-4cfc-99a7-46e710ea4176","species",2250,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1838","leptodactylus fuscus",-60,-3.07,NA,1,"7b708fd9-941b-48b4-823b-af831dcb022f","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1839","leptodactylus fuscus",-62.8833,-8.05,NA,1,"49794767-c01d-4375-90d6-f7b758c9a2f5","species",14802,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1840","leptodactylus podicipinus",-55.15,-21.6333,NA,1,"b7dc08e6-d284-4e60-ae6e-8538f67bf1fe","species",21365,1938,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"1841","leptodactylus fuscus",-36.0309,-8.34727,NA,1,"b7597c9e-2600-4c54-b12b-0c12b06594ce","species",22713,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1842","adenomera andreae",-62.88,-7.07,NA,1,"5e77e48b-813a-4dde-bff4-a27c15546758","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"1843","leptodactylus fuscus",-61.57,-11.15,NA,6,"0f0d898e-1192-445c-a393-13447f1b20b6","species",NA,1985,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1844","leptodactylus camaquara",-43.65,-19,NA,1,"faebc5a3-d7ec-4510-b0cf-d1bb91a6b307","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_camaquara"
"1845","adenomera andreae",-63,-7.4,NA,1,"b0c41a2a-d4a4-4ef1-8a4d-1b622c85e88a","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"1846","leptodactylus ocellatus",-49.25,-25.4167,NA,1,"fbfc378d-082c-46a1-8c0a-d9ed463574e3","species",11990,1963,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1847","leptodactylus leptodactyloides",-52.38,-3.65,NA,1,"fa19f90b-de1d-4f94-9148-553390794779","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"1848","leptodactylus camaquara",-43.65,-19,NA,1,"6f514736-47fb-4be1-970d-852d860b2001","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_camaquara"
"1849","leptodactylus ocellatus",-54.7,-2.43333,NA,1,"8a4b0b4f-ba0d-40ca-8636-cf4ce55ab455","species",3865,1981,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1850","adenomera andreae",-55.9833,-4.28333,NA,1,"af1fc459-da74-4c2e-9f85-66afaf652e94","species",4865,1981,"preservedspecimen","usnm","Adenomera_andreae"
"1851","leptodactylus fuscus",-63.1333,-9.71667,NA,1,"a91f2ffd-0d3b-4273-a340-60c4df31668b","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1852","leptodactylus cunicularius",-43.65,-19,NA,1,"5a76f3df-5352-4858-a998-6dc6f02a2210","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_cunicularius"
"1853","leptodactylus fuscus",-60.92,2.42,NA,1,"6fcb872a-7b9f-4a33-9a0f-0e714fb63f25","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1854","leptodactylus ocellatus",-40.2,-10.2667,NA,1,"397a2942-63ff-4617-b2f2-1900df43bb25","species",15740,1915,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1855","leptodactylus ocellatus",-44.5667,-17.9,NA,1,"a75febee-e399-47b5-a57c-ced0530e0e5b","species",19490,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1856","adenomera hylaedactyla",-51.8333,3.8333,NA,0,"49fc7be1-0e2c-436a-9ff7-71dab8b1c740","species",7612,1938,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"1857","leptodactylus ocellatus",-40.5,-9.5,NA,1,"5443f59e-11a5-4a49-9014-b383ad6f764f","species",9115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1858","leptodactylus longirostris",-55.9833,-4.28333,NA,1,"82498cac-106b-4cb9-8187-26a5feef4056","species",4865,1981,"preservedspecimen","usnm","Leptodactylus_longirostris"
"1859","leptodactylus leptodactyloides",-52.67,-3.9,NA,1,"9f88fa4d-301d-4db3-a760-79bade96fb12","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"1860","leptodactylus gracilis",-53.8,-29.6833,NA,1,"c45ef276-56a3-46e3-ac5a-a5b8860bc8e1","species",22615,NA,"preservedspecimen","usnm","Leptodactylus_gracilis"
"1861","leptodactylus ocellatus",-48.4833,-27.6667,NA,1,"56a8017c-1c3f-4205-8bc3-a3660a3f41ad","species",6365,1992,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1862","leptodactylus gracilis",-48.7667,-27.6833,NA,1,"d806d0b7-8888-4ad5-8674-6cfdc8baccfa","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_gracilis"
"1863","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"a8125cdf-db62-4007-b20e-042813043ffb","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"1864","leptodactylus petersii",-56.6708,-1.1886,NA,1,"dc81b9a5-7cb0-4508-85e1-4be958d16c4c","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"1865","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"ae44f071-44ad-4d17-b9ed-0d3f615229e0","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1866","leptodactylus knudseni",-55.9833,-4.28333,NA,1,"a1e92bb5-464e-4d92-8cb0-2012bb2bc254","species",4865,1981,"preservedspecimen","usnm","Leptodactylus_knudseni"
"1867","leptodactylus labyrinthicus",-47.7,-21.6,NA,1,"36dc12c1-d36f-44ca-9ac8-78eb5be25e7d","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_labyrinthicus"
"1868","leptodactylus chaquensis",-72.670278,-7.631667,NA,NA,"3d2918a7-83e8-4fb5-bb18-b2ec92193319","species",NA,1983,"preservedspecimen","unicamp","Leptodactylus_chaquensis"
"1869","adenomera hylaedactyla",-69.913333,-4.229444,NA,NA,"903c02b1-b0a1-497b-b25b-9cb2a981d1ea","species",NA,2016,"preservedspecimen","unicamp","Adenomera_hylaedactyla"
"1870","leptodactylus ocellatus",-51.88,-29.21,NA,1,"d1095eb4-14a0-4577-a067-864cfc398f03","species",6865,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"1871","adenomera andreae",-54.03465,-2.43333,NA,NA,"d2a630ce-2452-4909-a022-1fc853838914","species",NA,1970,"preservedspecimen","ku","Adenomera_andreae"
"1872","leptodactylus ocellatus",-35.49228056,-6.851344444,NA,NA,"ab639f7a-5fe0-4d6f-b5e3-c2ac7554be95","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"1873","leptodactylus leptodactyloides (andersson, 1945)",-66.56667,-2.46667,NA,1,"ae41b366-bb50-4241-9bc0-d4ed614fcf28","species",87144,1973,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"1874","leptodactylus fuscus",-61.17684,1.55,NA,NA,"a0fbef72-17d3-4a79-b0af-ee1dd1298ec1","species",8621,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"1875","leptodactylus fuscus",-47.41,-21.98,NA,1,"cdc0adee-afc1-4f57-8804-80d0279676b3","species",30615,1950,"preservedspecimen","cm","Leptodactylus_fuscus"
"1876","leptodactylus latrans",-48.45637,-1.45,NA,NA,"4e599b81-586f-4596-bfa7-4ef26522fe3f","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"1877","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"90dee7a2-21c0-4e2e-aa7a-31a1e6676c1a","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1878","vanzolinius discodactylus (boulenger, 1884)",-60.29556,-5.02608,NA,1,"a01b0ddd-8419-4fad-b286-4645851473f6","species",3865,1966,"preservedspecimen","mcz","Vanzolinius_discodactylus"
"1879","leptodactylus latrans",-48.45637,-1.45,NA,NA,"810b5577-2cb8-48cb-87b4-9585dac6b057","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"1880","leptodactylus latinasus",-51.03333,-30.08333,NA,NA,"85e2e152-b5b2-439c-b119-7094d14cecb8","species",NA,1959,"preservedspecimen","ku","Leptodactylus_latinasus"
"1881","leptodactylus macrosternum",-61.13969,1.83973,NA,NA,"1014b423-43c3-4c6a-bbec-f41805a261a5","species",6714,1993,"preservedspecimen","omnh","Leptodactylus_macrosternum"
"1882","leptodactylus podicipinus",-55.51889,-1.90833,NA,NA,"3c989320-6023-4607-be8c-aa7edc1c5480","species",NA,1970,"preservedspecimen","ku","Leptodactylus_podicipinus"
"1883","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"2e98425b-edf4-497e-bf17-c43d993856ee","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"1884","leptodactylus ocellatus",-51.88,-29.21,NA,1,"12c69fb7-a4f4-4a87-9035-a7b51e58cd01","species",6865,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"1885","leptodactylus pustulatus",-53.23333,-11.2,NA,NA,"274c6540-3afc-476e-bfc6-67beed8e4873","species",NA,1961,"preservedspecimen","ku","Leptodactylus_pustulatus"
"1886","adenomera andreae",-48.4384,-1.45,NA,NA,"3502aa01-7b7b-495e-a6eb-ec5df95bf84f","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"1887","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"480575a5-13a4-43cb-a976-3b4de3ed1315","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"1888","leptodactylus petersii",-72.73889,-8.2159,NA,NA,"22bb4ff3-db7d-43b4-b6ae-fbc53db95389","species",39256,1996,"preservedspecimen","omnh","Leptodactylus_petersii"
"1889","adenomera andreae",-54.03465,-2.43333,NA,NA,"e930208b-e616-40df-8eb1-1c32a9f01493","species",NA,1970,"preservedspecimen","ku","Adenomera_andreae"
"1890","leptodactylus fuscus",-61.18582,1.55,NA,NA,"f3fa6d66-56ae-403a-ad71-31e1beeb8be6","species",7875,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"1891","leptodactylus petersii",-52.38,-3.65,NA,1,"0bda2fc9-6b5f-400d-8c20-74540add5561","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_petersii"
"1892","adenomera marmorata",-45.83,-23.63,NA,1,"32b8afb9-1b8c-47ee-a0da-d206063a7986","species",NA,1975,"preservedspecimen","usnm","Adenomera_marmorata"
"1893","leptodactylus leptodactyloides",-63.4833,-8.45,NA,1,"e2561b4d-7219-484e-8cf9-75cd7f123fe2","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"1894","leptodactylus fuscus",-47.7,-21.6,NA,1,"a625070c-bd99-4b23-9346-d87771945879","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1895","leptodactylus ocellatus",-49.25,-25.4167,NA,1,"4886aaca-8266-4b3f-9772-60ea7da93c3e","species",11990,1963,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1896","adenomera andreae",-55.9833,-4.28333,NA,1,"d72b9115-5cad-43f9-bdcc-36a437c214da","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"1897","leptodactylus ocellatus",-40.5,-9.5,NA,1,"ed1765d1-99bf-44b2-ae62-e8f4edb865b3","species",9115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"1898","leptodactylus fuscus",-46.7658,-12.9008,NA,1,"e4609285-c52d-4d5f-a847-a94bb33b7333","species",21365,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1899","leptodactylus fuscus",-60,-3.07,NA,1,"24711ab5-2292-4010-a7e0-2325db01cf2a","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1900","adenomera andreae",-48.4833,-1.45,NA,1,"b7ab00a4-abf7-43e8-93eb-4f53c590792c","species",6115,1964,"preservedspecimen","usnm","Adenomera_andreae"
"1901","leptodactylus mystaceus",-56.6708,-1.1886,NA,1,"ae2b32e7-5092-4b3e-bcd9-3cbf3882e920","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"1902","adenomera hylaedactyla",-63.0667,-9.93333,NA,1,"bc218233-eba3-43fe-a7e6-eac77e2ec556","species",15740,1984,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"1903","adenomera marmorata",-45.83,-23.63,NA,1,"b349ce81-6884-4f53-9a17-4637fa1283cf","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"1904","adenomera hylaedactyla",-56.6708,-1.1886,NA,1,"f829e3bb-7cb6-4933-8af5-628538f11323","species",30740,1979,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"1905","adenomera hylaedactyla",-56.25,-4.62,NA,1,"526a24e1-4bb5-43bb-905f-e7ab9a0100e3","species",NA,1981,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"1906","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"74be8ecc-2125-4fe9-9e2e-70c190e10365","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"1907","adenomera marmorata",-48.9333,-26.2,NA,1,"de6bdfd9-fbd4-47dd-935f-3131dfa444d6","species",6115,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"1908","leptodactylus podicipinus",-55.15,-21.6333,NA,1,"d8d27db6-1f3c-4adb-9a60-16fd5e402195","species",21365,1938,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"1909","leptodactylus mystacinus",-44.65,-22.82,NA,1,"61b5f648-a6b8-42d7-8fc0-46fc460011eb","species",NA,1976,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"1910","adenomera marmorata",-49.2333,-26.4333,NA,1,"eb37a36c-c72e-4b71-a0fd-adc2d13f2adb","species",53865,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"1911","leptodactylus fuscus",-40.82,-19.53,NA,1,"97a18c45-adaa-426f-b8f0-674dd6e80041","species",2250,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1912","leptodactylus fuscus",-63.1333,-9.71667,NA,1,"1bc303dc-f356-44c0-9489-ed7cd42cf1c4","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"1913","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"646a5b47-f462-4fc0-befe-9c7391e2e3c6","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
